imunes;pseudo_imunes;infectantes_gerados;doentes;acidentados;sadios;nacimentos
6160;3344;0;0;855;80;1952
6149;3367;0;0;946;80;1990
6168;3339;0;0;872;80;1912
6248;3304;0;0;838;80;1958
6251;3293;0;0;803;80;1815
6212;3255;0;0;884;80;1924
6211;3278;0;0;851;80;1928
6247;3252;0;0;835;80;1952
6272;3269;0;0;811;80;1863
6261;3274;0;0;810;80;1869
6260;3265;0;0;819;80;1878
6246;3234;0;0;849;80;1879
6266;3279;0;0;835;80;1975
6283;3269;0;0;849;80;1944
6285;3273;0;0;840;80;1855
6295;3264;0;0;829;80;1917
6307;3253;0;0;870;80;1968
6269;3268;0;0;878;80;1925
6261;3304;0;0;811;80;1857
6191;3324;0;0;850;80;1848
6225;3291;0;0;870;80;1985
6262;3273;0;0;862;80;1992
6286;3253;0;0;856;80;1916
6315;3256;0;0;859;80;1933
6288;3257;0;0;878;80;1890
6310;3243;0;0;815;80;1911
6321;3195;0;0;832;80;1821
6309;3235;0;0;855;80;1944
6323;3224;0;0;800;80;1849
6284;3212;0;0;828;80;1843
6255;3295;0;0;848;80;1938
6197;3294;0;0;845;80;1915
6178;3357;0;0;882;80;1990
6144;3330;0;0;823;80;1822
6179;3326;0;0;871;80;1953
6250;3279;0;0;839;80;1972
6291;3209;0;0;874;80;1957
6327;3217;0;0;843;80;1914
6289;3264;0;0;817;80;1863
6305;3222;0;0;873;80;1871
6322;3197;0;0;824;80;1866
6304;3239;0;0;814;80;1875
6284;3197;0;0;835;80;1866
6289;3191;0;0;843;80;1880
6260;3252;0;0;856;80;1966
6252;3254;0;0;886;80;1945
6251;3284;0;0;838;80;1922
6249;3314;0;0;842;80;1916
6302;3234;0;0;819;80;1857
6273;3259;0;0;836;80;1928
6236;3274;0;0;835;80;1911
6240;3290;0;0;857;80;1926
6220;3313;0;0;858;80;1846
6224;3319;0;0;893;80;1996
6192;3298;0;0;837;80;1883
6198;3296;0;0;843;80;1980
6190;3335;0;0;870;80;1940
6207;3347;0;0;887;80;2010
6236;3321;0;0;839;80;1891
6247;3284;0;0;838;80;1821
6250;3275;0;0;827;80;1886
6272;3253;0;0;858;80;1972
6325;3216;0;0;839;80;1889
6317;3210;0;0;873;80;1927
6406;3128;0;0;816;80;1854
6373;3159;0;0;898;80;1965
6347;3186;0;0;856;80;1906
6360;3170;0;0;819;80;1877
6317;3208;0;0;845;80;1842
6325;3191;0;0;836;80;1908
6285;3186;0;0;919;80;1915
6244;3277;0;0;874;80;1976
6216;3310;0;0;868;80;1891
6198;3304;0;0;846;80;1913
6203;3336;0;0;853;80;1977
6182;3314;0;0;880;80;1941
6172;3327;0;0;843;80;1895
6133;3378;0;0;862;80;1954
6200;3340;0;0;820;80;1926
6171;3338;0;0;858;80;1913
6198;3308;0;0;842;80;1904
6246;3266;0;0;826;80;1924
6232;3312;0;0;899;80;1983
6226;3285;0;0;847;80;1852
6167;3303;0;0;865;80;1894
6192;3338;0;0;804;80;1936
6216;3346;0;0;810;80;1939
6206;3330;0;0;839;80;1867
6195;3342;0;0;848;80;1960
6212;3323;0;0;876;80;1942
6218;3327;0;0;878;80;1967
6187;3358;0;0;864;80;1910
6204;3330;0;0;828;80;1874
6185;3330;0;0;822;80;1866
6178;3347;0;0;858;80;1973
6164;3302;0;0;810;80;1824
6206;3308;0;0;818;80;1942
6215;3308;0;0;841;80;1942
6202;3284;0;0;906;80;1987
6167;3367;0;0;848;80;1903
6154;3406;0;0;836;80;1969
6182;3337;0;0;849;80;1842
6194;3327;0;0;847;80;1936
6220;3315;0;0;838;80;1943
6207;3323;0;0;834;80;1922
6239;3310;0;0;855;80;1876
6213;3281;0;0;932;80;1934
6207;3291;0;0;828;80;1891
6160;3342;0;0;850;80;1945
6150;3358;0;0;874;80;1929
6170;3335;0;0;825;80;1864
6170;3355;0;0;856;80;1942
6241;3288;0;0;855;80;1959
6184;3320;0;0;849;80;1886
6187;3312;0;0;832;80;1890
6171;3329;0;0;888;80;1959
6186;3304;0;0;861;80;1946
6209;3299;0;0;843;80;1913
6219;3273;0;0;866;80;1900
6191;3309;0;0;873;80;1987
6197;3319;0;0;822;80;1883
6179;3340;0;0;883;80;1928
6155;3336;0;0;841;80;1860
6253;3275;0;0;821;80;1925
6274;3275;0;0;867;80;1908
6248;3284;0;0;861;80;1947
6249;3262;0;0;833;80;1897
6239;3250;0;0;869;80;1896
6212;3301;0;0;870;80;1924
6258;3261;0;0;847;80;1953
6275;3243;0;0;850;80;1905
6265;3264;0;0;810;80;1893
6245;3264;0;0;909;80;1975
6218;3303;0;0;846;80;1895
6181;3357;0;0;840;80;1897
6184;3361;0;0;867;80;1913
6155;3374;0;0;867;80;1933
6187;3340;0;0;880;80;1985
6199;3322;0;0;829;80;1902
6217;3314;0;0;839;80;1946
6161;3357;0;0;903;80;1959
6215;3321;0;0;841;80;1941
6214;3324;0;0;798;80;1851
6276;3307;0;0;857;80;1958
6307;3233;0;0;807;80;1899
6303;3249;0;0;852;80;1888
6306;3248;0;0;824;80;1867
6271;3254;0;0;836;80;1898
6215;3348;0;0;849;80;1952
6213;3344;0;0;800;80;1869
6150;3392;0;0;825;80;1891
6193;3352;0;0;812;80;1903
6212;3314;0;0;875;80;1953
6235;3269;0;0;876;80;1920
6284;3269;0;0;801;80;1907
6278;3275;0;0;853;80;1916
6277;3190;0;0;875;80;1870
6264;3251;0;0;893;80;1981
6259;3295;0;0;833;80;1930
6201;3342;0;0;859;80;1914
6150;3357;0;0;890;80;1863
6123;3366;0;0;849;80;1922
6188;3353;0;0;840;80;1977
6171;3352;0;0;867;80;1940
6205;3333;0;0;819;80;1910
6196;3336;0;0;828;80;1877
6198;3328;0;0;832;80;1904
6187;3305;0;0;887;80;1980
6266;3261;0;0;826;80;1858
6285;3213;0;0;837;80;1896
6321;3197;0;0;843;80;1927
6316;3194;0;0;805;80;1887
6314;3252;0;0;824;80;1893
6262;3251;0;0;877;80;1862
6327;3217;0;0;822;80;1957
6279;3224;0;0;867;80;1928
6302;3226;0;0;840;80;1884
6285;3225;0;0;815;80;1872
6241;3256;0;0;896;80;1948
6272;3229;0;0;803;80;1909
6280;3282;0;0;858;80;1975
6212;3306;0;0;875;80;1834
6181;3333;0;0;875;80;1954
