imunes;pseudo_imunes;infectantes_gerados;doentes;acidentados;sadios;nacimentos
6177;3229;47;116;819;97;1906
6195;3196;50;122;825;97;1906
6214;3180;54;127;903;97;2011
6212;3184;59;136;862;97;1941
6190;3222;46;128;877;97;1898
6208;3155;58;130;864;97;1812
6216;3189;54;118;852;97;1969
6197;3189;50;131;867;97;1925
6212;3199;42;115;875;97;1883
6181;3208;47;114;875;97;1900
6220;3168;51;116;838;97;1937
6190;3186;44;111;861;97;1861
6240;3161;48;123;853;97;1954
6193;3201;43;104;849;97;1901
6233;3190;48;118;868;97;1974
6210;3184;42;114;869;97;1852
6275;3163;46;116;846;97;1950
6243;3146;44;111;862;97;1870
6297;3122;47;111;821;97;1859
6276;3159;44;106;826;97;1873
6227;3203;46;109;819;97;1872
6196;3197;52;121;851;97;1875
6186;3236;47;117;815;97;1915
6191;3229;45;111;857;97;1879
6217;3207;40;107;820;97;1959
6187;3283;37;102;898;97;1989
6133;3310;36;93;840;97;1909
6174;3273;43;91;798;97;1829
6181;3207;49;111;804;97;1867
6169;3181;42;105;849;97;1931
6153;3223;43;103;884;97;2014
6195;3244;46;102;810;97;1851
6207;3223;37;96;814;97;1800
6170;3231;37;93;856;97;1922
6130;3172;53;109;859;97;1924
6135;3226;50;118;878;97;2015
6167;3219;45;117;856;97;1874
6145;3249;49;111;857;97;1888
6194;3228;43;112;867;97;1951
6169;3236;53;120;877;97;1976
6176;3231;45;121;840;97;1877
6171;3235;49;118;891;97;1941
6172;3268;39;105;876;97;1926
6185;3204;33;99;883;97;1909
6235;3209;37;86;823;97;1923
6227;3201;37;83;854;97;1916
6224;3181;32;82;821;97;1875
6253;3179;39;86;830;97;1911
6230;3186;32;83;816;97;1863
6259;3109;36;88;865;97;1887
6310;3100;34;85;841;97;1908
6279;3111;43;93;850;97;1893
6276;3145;35;84;873;97;1941
6239;3175;27;81;805;97;1824
6277;3197;25;68;873;97;1955
6276;3231;24;64;827;97;1911
6236;3189;32;66;826;97;1863
6180;3239;22;68;859;97;1884
6183;3252;33;70;821;97;1880
6221;3202;23;69;809;97;1898
6261;3182;19;64;844;97;1916
6222;3214;24;58;839;97;1905
6289;3189;21;59;823;97;1941
6293;3187;24;62;852;97;1882
6305;3149;26;61;802;97;1882
6303;3173;30;72;831;97;1923
6241;3203;20;62;863;97;1852
6184;3265;34;66;892;97;1922
6188;3274;25;63;844;97;1905
6192;3293;33;70;899;97;1994
6129;3323;20;66;837;97;1863
6095;3325;26;70;884;97;1974
6091;3355;20;56;858;97;1935
6155;3322;26;59;819;97;1939
6212;3256;22;58;802;97;1902
6191;3260;20;57;892;97;1922
6196;3267;30;61;860;97;1926
6217;3240;18;51;880;97;1913
6237;3233;27;55;821;97;1869
6261;3222;14;45;845;97;1932
6294;3172;20;46;824;97;1878
6241;3240;22;47;856;97;1931
6203;3302;18;47;868;97;1920
6144;3326;25;50;907;97;1964
6135;3338;26;54;837;97;1882
6203;3265;25;62;855;97;1904
6241;3207;24;64;826;97;1914
6213;3199;32;72;866;97;1915
6287;3160;38;80;857;97;1910
6276;3158;36;87;840;97;1884
6249;3166;38;87;846;97;1905
6284;3157;40;94;885;97;1966
6281;3124;40;103;823;97;1813
6215;3181;32;97;860;97;1902
6226;3206;29;81;860;97;1959
6215;3256;30;75;863;97;1949
6125;3329;26;73;895;97;1888
6182;3297;36;80;797;97;1884
6187;3280;37;83;856;97;1927
6182;3251;40;95;798;97;1884
6203;3234;38;96;783;97;1872
6210;3205;38;95;835;97;1890
6198;3199;45;97;846;97;1919
6165;3232;39;94;875;97;1932
6134;3253;40;101;876;97;1932
6139;3287;46;103;853;97;1925
6182;3253;39;100;844;97;1927
6215;3219;47;113;817;97;1906
6201;3202;47;112;853;97;1928
6217;3214;51;118;798;97;1877
6271;3144;51;122;799;97;1871
6261;3119;37;114;891;97;1901
6255;3173;37;105;854;97;1957
6252;3164;43;97;845;97;1881
6197;3232;39;96;875;97;1929
6200;3276;41;97;831;97;1925
6223;3209;51;95;837;97;1905
6190;3232;37;98;863;97;1873
6195;3215;41;101;794;97;1848
6198;3213;36;92;821;97;1907
6173;3277;40;96;906;97;1991
6177;3261;40;88;853;97;1919
6183;3222;31;91;823;97;1826
6183;3242;36;85;848;97;1947
6168;3244;35;80;827;97;1904
6154;3291;32;81;856;97;1973
6175;3285;38;91;792;97;1832
6175;3248;34;87;867;97;1914
6215;3207;26;80;862;97;1924
6244;3157;36;81;832;97;1897
6239;3196;37;84;851;97;1927
6235;3201;37;91;863;97;1927
6207;3261;25;78;863;97;1940
6176;3258;43;88;810;97;1856
6222;3201;37;85;851;97;1856
6223;3216;39;98;841;97;1906
6229;3225;30;86;827;97;1942
6213;3234;41;90;857;97;1944
6128;3283;45;96;877;97;1849
6163;3243;48;116;788;97;1858
6145;3242;45;113;865;97;1967
6138;3271;38;109;826;97;1958
6114;3302;44;106;882;97;1958
6201;3265;43;103;807;97;1876
6179;3255;42;102;837;97;1882
6220;3166;40;98;850;97;1924
6254;3165;33;83;849;97;1956
6258;3190;25;70;868;97;1917
6274;3209;23;64;821;97;1869
6219;3225;31;64;816;97;1824
6228;3214;20;63;847;97;1936
6255;3164;32;72;893;97;1968
6284;3193;32;73;815;97;1907
6243;3195;41;82;878;97;1874
6283;3161;32;83;834;97;1890
6259;3165;36;89;836;97;1880
6280;3159;33;84;807;97;1844
6201;3221;37;82;858;97;1946
6228;3257;23;70;874;97;1960
6218;3233;31;72;875;97;1866
6228;3250;28;65;831;97;1897
6233;3199;37;76;791;97;1909
6242;3154;33;78;792;97;1835
6235;3188;38;91;804;97;1879
6227;3229;29;79;840;97;1924
6167;3275;37;83;886;97;1930
6195;3269;44;91;828;97;1927
6223;3235;37;99;829;97;1914
6214;3228;34;95;861;97;1876
6178;3276;42;94;835;97;1945
6120;3255;34;89;840;97;1830
6129;3269;46;100;870;97;1977
6163;3260;41;99;852;97;1861
6156;3258;49;113;878;97;1971
6174;3239;46;119;820;97;1903
6211;3198;46;122;830;97;1918
6204;3218;48;113;827;97;1909
6143;3281;48;121;857;97;1937
6124;3272;42;111;846;97;1894
6102;3291;51;114;845;97;1896
6138;3256;37;107;847;97;1851
6184;3219;52;109;821;97;1939
6210;3212;29;88;861;97;1932
