imunes;pseudo_imunes;infectantes_gerados;doentes;acidentados;sadios;nacimentos
6222;3103;73;197;821;26;1902
6195;3127;77;186;819;26;1875
6163;3175;78;191;824;26;1945
6204;3097;83;193;869;26;1874
6179;3174;70;190;873;26;1942
6168;3187;78;187;819;26;1872
6170;3129;70;181;839;26;1871
6199;3146;74;179;881;26;1967
6225;3156;75;174;861;26;1993
6213;3119;84;192;818;26;1846
6177;3162;89;214;871;26;1925
6121;3233;75;207;838;26;1893
6071;3275;82;198;877;26;1958
6073;3272;88;190;853;26;1895
6094;3253;78;194;839;26;1880
6136;3157;98;208;846;26;1899
6102;3196;82;202;833;26;1964
6121;3184;84;214;823;26;1927
6139;3218;71;189;826;26;1956
6158;3154;82;189;869;26;1825
6170;3154;77;194;883;26;2013
6201;3177;82;197;836;26;1895
6241;3111;67;185;842;26;1851
6191;3152;81;186;860;26;1863
6207;3148;84;173;879;26;1981
6183;3153;63;177;853;26;1906
6176;3207;84;184;868;26;1913
6175;3184;96;214;829;26;1917
6189;3135;80;219;855;26;1920
6135;3145;87;224;830;26;1830
6183;3148;85;200;797;26;1953
6189;3151;83;211;809;26;1890
6155;3179;91;215;839;26;1905
6135;3171;80;212;840;26;1860
6152;3140;84;210;841;26;1879
6216;3154;79;195;827;26;1942
6226;3129;67;184;817;26;1894
6196;3146;75;187;832;26;1894
6228;3124;79;184;879;26;1925
6274;3075;78;199;838;26;1862
6277;3049;79;195;859;26;1894
6246;3047;84;198;811;26;1860
6278;3032;84;205;840;26;1898
6274;3034;81;200;877;26;1894
6231;3072;64;183;833;26;1880
6196;3142;68;168;879;26;1927
6204;3143;78;166;811;26;1863
6207;3157;72;165;850;26;1892
6195;3154;61;165;864;26;1872
6175;3166;60;156;813;26;1906
6201;3133;63;157;862;26;1947
6233;3156;70;160;834;26;1930
6230;3124;69;167;844;26;1857
6240;3115;51;161;847;26;1908
6211;3113;65;154;895;26;1937
6214;3147;64;146;818;26;1894
6206;3127;66;162;851;26;1837
6219;3133;75;174;857;26;1929
6236;3107;79;177;823;26;1887
6236;3111;70;177;848;26;1878
6193;3156;69;169;855;26;1887
6145;3209;70;173;832;26;1938
6139;3179;78;194;807;26;1854
6184;3161;79;197;842;26;1923
6204;3141;71;187;860;26;1924
6302;3077;65;169;857;26;1961
6206;3162;79;177;891;26;1889
6182;3217;62;172;863;26;1916
6134;3224;73;172;840;26;1860
6167;3169;74;176;839;26;1892
6156;3181;68;181;815;26;1919
6173;3165;85;193;772;26;1862
6173;3149;71;183;904;26;1953
6179;3151;72;186;871;26;1927
6151;3187;81;186;865;26;1925
6162;3151;81;193;856;26;1911
6194;3144;76;192;857;26;1899
6209;3115;81;194;851;26;1910
6260;3060;86;203;849;26;1912
6282;3069;72;195;851;26;1906
6213;3083;88;201;874;26;1883
6284;3064;85;197;851;26;1946
6231;3112;76;206;808;26;1832
6218;3123;84;200;805;26;1859
6203;3167;78;195;829;26;1868
6224;3107;78;186;850;26;1901
6246;3072;87;197;813;26;1893
6243;3041;88;213;777;26;1853
6210;3097;67;196;844;26;1880
6184;3130;76;199;794;26;1863
6208;3127;76;181;825;26;1915
6204;3109;72;185;852;26;1908
6210;3124;74;181;857;26;1927
6217;3116;78;182;874;26;1910
6266;3106;88;203;790;26;1873
6203;3127;75;196;881;26;1885
6281;3093;75;192;833;26;1930
6265;3055;80;187;855;26;1884
6286;3110;75;180;801;26;1855
6227;3154;73;175;933;26;1967
6245;3155;86;182;869;26;1949
6179;3145;80;185;882;26;1879
6179;3168;71;193;848;26;1900
6208;3159;70;173;829;26;1906
6185;3169;77;169;897;26;1975
6250;3119;67;160;893;26;1936
6185;3162;76;179;845;26;1852
6210;3151;75;179;855;26;1922
6229;3096;78;194;793;26;1848
6218;3123;76;185;822;26;1912
6229;3150;61;169;829;26;1932
6218;3111;83;184;855;26;1899
6210;3107;81;186;841;26;1900
6214;3176;67;192;812;26;1941
6196;3167;73;174;863;26;1909
6234;3148;67;166;868;26;1928
6195;3158;75;170;907;26;1898
6224;3169;65;161;823;26;1977
6209;3164;66;165;892;26;1884
6204;3194;64;155;836;26;1874
6191;3199;56;151;835;26;1909
6216;3173;64;157;815;26;1869
6221;3125;64;157;896;26;1937
6203;3158;65;156;841;26;1925
6201;3174;69;156;839;26;1901
6181;3202;63;156;871;26;1915
6193;3177;73;161;834;26;1861
6163;3154;69;170;875;26;1928
6206;3155;80;189;837;26;1977
6136;3179;77;192;830;26;1811
6184;3158;80;192;862;26;1951
6200;3151;67;186;857;26;1914
6216;3129;75;178;854;26;1904
6154;3191;65;161;882;26;1916
6202;3150;73;173;818;26;1882
6183;3170;83;186;831;26;1894
6174;3156;87;210;797;26;1850
6227;3127;78;209;754;26;1860
6194;3134;97;231;826;26;1907
6200;3061;91;226;825;26;1828
6156;3136;93;230;836;26;1947
6183;3106;99;237;802;26;1850
6182;3086;85;232;870;26;1957
6244;3029;87;225;840;26;1870
6239;3052;89;218;860;26;1956
6222;3100;81;217;846;26;1921
6199;3108;110;228;857;26;1869
6157;3119;95;231;816;26;1845
6215;3110;85;229;814;26;1934
6217;3079;98;237;814;26;1879
6239;3094;88;228;791;26;1858
6278;3045;87;227;856;26;1867
6273;3042;85;204;825;26;1887
6232;3067;90;210;831;26;1941
6148;3103;91;222;867;26;1860
6200;3112;85;219;829;26;1914
6187;3116;88;205;826;26;1829
6180;3063;84;203;863;26;1871
6184;3129;88;201;858;26;2002
6170;3136;89;211;837;26;1891
6128;3156;93;211;886;26;1849
6149;3149;84;212;879;26;1965
6198;3080;96;219;855;26;1952
6193;3143;79;211;888;26;1990
6212;3144;94;219;875;26;1897
6223;3144;69;204;886;26;1924
6242;3103;85;204;842;26;1834
6221;3089;85;189;881;26;1911
6226;3087;77;195;881;26;1931
6192;3110;75;193;817;26;1843
6187;3143;86;192;896;26;1926
6234;3093;96;212;819;26;1896
6221;3085;83;213;833;26;1919
6223;3093;84;214;859;26;1912
6269;3043;89;202;838;26;1902
6256;3063;85;211;860;26;1895
6238;3067;81;205;869;26;1874
6298;2991;94;222;810;26;1867
6330;3028;87;221;813;26;1904
6311;3023;66;209;823;26;1810
6293;3038;73;187;852;26;1892
6264;3071;68;171;831;26;1889
6267;3081;86;185;858;26;1927
